,0,1,2,Date
0,-18313.83,-40950.97,-54941.5,2020-05-01
0,-18345.93,-41022.74,-55037.78,2020-05-04
0,-18292.17,-40902.52,-54876.5,2020-05-05
0,-18288.18,-40893.62,-54864.55,2020-05-06
0,-18282.31,-40880.49,-54846.94,2020-05-07
0,-18266.61,-40845.39,-54799.84,2020-05-08
0,-18250.04,-40808.32,-54750.11,2020-05-11
0,-18232.97,-40770.17,-54698.92,2020-05-12
0,-18248.36,-40804.58,-54745.09,2020-05-13
0,-18221.58,-40744.7,-54664.75,2020-05-14
0,-18222.16,-40746.0,-54666.49,2020-05-15
0,-18207.89,-40714.09,-54623.68,2020-05-18
0,-18206.92,-40711.91,-54620.75,2020-05-19
0,-18200.82,-40698.27,-54602.46,2020-05-20
0,-18202.9,-40702.91,-54608.69,2020-05-21
0,-18194.01,-40683.05,-54582.04,2020-05-22
0,-18194.93,-40685.09,-54584.78,2020-05-26
0,-18199.3,-40694.87,-54597.9,2020-05-27
0,-18201.88,-40700.64,-54605.64,2020-05-28
0,-18205.68,-40709.13,-54617.03,2020-05-29
0,-18204.57,-40706.65,-54613.7,2020-06-01
0,-18204.11,-40705.64,-54612.34,2020-06-02
0,-18195.19,-40685.67,-54585.56,2020-06-03
0,-18184.89,-40662.66,-54554.68,2020-06-04
0,-18199.29,-40694.84,-54597.86,2020-06-05
0,-18179.18,-40649.89,-54537.55,2020-06-08
0,-18180.25,-40652.27,-54540.75,2020-06-09
0,-18178.14,-40647.55,-54534.42,2020-06-10
0,-18166.95,-40622.53,-54500.84,2020-06-11
0,-18224.41,-40751.01,-54673.22,2020-06-12
0,-18223.22,-40748.36,-54669.67,2020-06-15
0,-18222.23,-40746.15,-54666.69,2020-06-16
0,-18215.11,-40730.23,-54645.34,2020-06-17
0,-18209.15,-40716.89,-54627.44,2020-06-18
0,-18212.14,-40723.58,-54636.42,2020-06-19
0,-18191.73,-40677.94,-54575.19,2020-06-22
0,-18184.68,-40662.18,-54554.03,2020-06-23
0,-18182.2,-40656.65,-54546.61,2020-06-24
0,-18205.16,-40707.98,-54615.49,2020-06-25
